Maths,Physics,English,Economics,Biology,Group
74,66,44,25,41,78
50,27,76,97,17,78
36,53,63,38,97,78
21,47,82,55,13,78
43,19,80,92,46,78
48,71,50,80,79,78
81,41,95,62,16,78
79,72,13,33,14,78
38,61,58,45,92,78
21,48,81,20,52,78
17,83,77,65,11,78
60,19,67,33,58,78
12,79,52,68,75,78
32,84,56,98,65,79
11,47,60,76,66,79
30,42,71,94,26,79
47,83,20,13,24,79
39,57,96,50,27,79
45,90,66,88,37,79
27,44,65,57,22,79
82,41,37,26,20,79
50,49,94,33,83,79
67,87,33,82,43,79
24,32,64,92,24,79
26,54,42,43,38,79
37,34,11,57,42,79
23,37,54,57,64,79
72,20,65,71,61,79
27,66,22,55,66,79
67,24,74,74,91,79
82,74,96,52,65,79
16,12,69,18,25,79
95,34,84,81,33,79
57,77,15,66,49,79
71,68,70,48,16,79
89,58,13,89,56,79
37,38,42,61,53,79
56,86,22,11,79,79
30,44,86,30,54,79
76,42,41,32,34,79
59,61,34,39,92,79
25,48,34,87,38,79
94,46,73,29,28,79
63,66,62,56,41,80
50,56,81,31,86,80
65,60,83,10,87,80
46,11,69,53,10,80
49,80,54,62,95,80
89,50,96,28,61,80
97,32,16,55,31,80
35,46,27,13,54,80
67,19,60,24,82,80
85,43,23,49,48,80
33,23,26,76,13,80
25,76,17,10,96,80
94,51,91,78,77,80
33,38,54,40,32,80
66,91,43,78,51,80
70,77,73,85,20,80
50,66,98,73,90,80
35,49,19,81,69,80
13,74,88,12,78,80
23,76,52,96,11,80
19,34,87,21,69,80
48,23,49,35,59,80
20,78,87,84,79,80
18,58,96,24,79,80
29,69,41,18,76,80
25,23,48,43,17,80
22,19,36,16,40,80
73,17,52,69,42,80
12,89,44,93,76,80
33,90,92,20,30,80
68,70,78,18,89,81
22,22,17,45,37,81
60,47,70,79,40,81
54,51,26,66,41,81
96,39,28,39,28,81
45,71,19,96,31,81
73,46,36,29,30,81
97,56,26,42,31,81
37,77,11,89,65,81
23,81,45,27,31,81
51,70,15,71,37,81
20,58,86,36,58,81
87,45,49,52,66,81
75,94,62,86,26,81
96,26,43,81,42,81
10,99,80,56,91,81
47,45,85,19,99,81
29,62,89,25,87,81
16,52,76,15,55,81
99,99,51,97,76,81
72,81,15,90,12,81
78,71,26,32,13,81
24,57,27,25,15,81
84,33,17,39,52,81
88,38,12,12,79,81
73,36,42,98,19,81
52,79,47,35,20,81
16,63,38,99,50,81
92,61,75,84,44,81
66,20,38,51,16,81
90,61,54,76,74,82
42,72,57,76,87,82
50,24,47,61,58,82
59,50,18,43,65,82
29,70,59,55,52,82
90,68,34,67,35,82
72,66,40,45,33,82
88,76,98,75,21,82
29,32,85,89,18,82
85,79,95,33,16,82
59,46,92,36,30,82
43,22,75,32,25,82
35,95,21,44,31,82
68,98,96,92,75,82
72,63,73,22,32,82
35,94,21,97,67,82
93,80,74,44,60,82
35,74,29,97,53,82
99,50,91,68,56,82
82,56,13,76,22,82
46,59,33,84,64,82
76,85,21,65,93,82
10,90,44,63,20,82
10,76,46,96,85,82
25,79,43,38,60,82
57,42,10,53,16,82
74,98,97,27,47,82
59,98,83,89,45,82
92,82,31,39,88,82
17,33,27,88,90,82
44,97,83,69,38,83
25,51,50,28,38,83
60,38,52,73,57,83
74,47,22,94,92,83
79,61,82,73,80,83
14,92,59,35,70,83
98,49,25,86,67,83
41,64,59,98,15,83
24,16,71,93,36,83
30,56,41,26,96,83
88,95,65,21,38,83
58,38,46,83,63,83
44,58,72,28,95,83
14,54,43,80,47,83
86,96,62,42,60,83
71,15,10,28,53,83
17,49,34,99,78,83
68,49,55,74,40,83
31,98,19,50,76,83
29,96,56,67,24,83
30,39,72,41,36,83
15,87,61,82,69,83
91,28,25,74,58,83
48,28,82,13,25,83
49,81,77,14,82,83
70,24,29,13,57,83
95,54,46,87,39,83
60,17,60,12,44,83
54,73,49,46,49,83
47,26,22,67,98,83
86,57,96,49,44,84
17,23,81,42,72,84
74,45,49,28,94,84
72,32,34,73,95,84
65,31,29,73,54,84
59,29,47,43,83,84
36,78,42,64,11,84
47,61,59,44,56,84
60,79,69,66,10,84
79,57,82,26,91,84
74,36,48,81,94,84
65,15,66,81,82,84
93,97,97,81,52,84
93,14,99,44,17,84
13,47,83,58,58,84
69,72,38,62,70,84
92,79,27,20,13,84
10,56,97,44,99,84
34,26,67,56,68,84
67,67,31,87,76,84
25,79,69,12,73,84
71,90,84,59,94,84
23,63,61,36,50,84
38,65,74,45,83,84
61,38,97,81,14,84
77,40,19,22,84,84
69,72,70,95,90,84
69,14,80,18,15,84
22,49,73,64,64,84
20,78,85,97,95,84
65,15,80,91,71,85
68,49,92,31,48,85
87,29,93,46,16,85
61,37,41,23,62,85
23,76,40,96,35,85
36,33,81,73,96,85
93,69,51,39,50,85
54,39,15,23,93,85
78,59,55,51,89,85
43,57,17,18,97,85
23,73,86,66,19,85
13,71,47,57,34,85
92,18,92,61,34,85
22,51,56,43,73,85
37,37,45,40,72,85
52,20,62,15,11,85
14,22,20,34,64,85
79,99,64,12,96,85
25,20,52,50,28,85
57,13,85,57,62,85
67,64,89,47,34,85
59,78,46,17,23,85
30,96,38,40,90,85
66,86,47,81,77,85
16,10,40,33,84,85
12,25,71,24,52,85
15,14,39,87,77,85
82,96,64,28,47,85
24,62,49,11,17,85
93,13,77,63,14,85
82,56,35,50,33,86
76,45,93,14,10,86
56,48,36,43,18,86
64,84,25,78,61,86
78,36,85,81,94,86
64,17,80,11,84,86
31,67,41,68,56,86
39,90,31,38,78,86
34,69,22,73,81,86
93,11,37,93,43,86
35,75,32,30,14,86
95,33,49,29,99,86
22,25,21,60,88,86
15,21,71,55,80,86
35,40,46,48,60,86
58,77,97,10,83,86
54,91,84,57,27,86
87,83,42,50,66,86
25,97,32,13,57,86
75,67,95,81,12,86
56,42,46,95,29,86
56,90,85,31,63,86
80,72,57,60,49,86
15,21,59,38,84,86
42,22,40,22,35,86
84,69,59,43,42,86
96,27,79,53,25,86
64,52,53,26,37,86
74,27,75,44,99,86
37,75,67,15,44,86
93,91,95,99,50,87
92,10,33,63,89,87
72,14,56,70,28,87
91,71,13,86,30,87
50,57,27,46,23,87
78,32,29,59,32,87
97,11,54,11,78,87
19,74,40,20,92,87
93,92,38,82,35,87
76,86,30,15,44,87
35,53,56,36,83,87
55,30,98,54,33,87
82,28,63,40,13,87
49,28,17,27,17,87
41,66,61,89,65,87
11,71,98,72,22,87
33,87,70,26,18,87
23,39,95,59,96,87
55,81,95,97,74,87
52,87,47,31,31,87
37,23,50,72,78,87
17,89,44,23,72,87
12,51,13,12,52,87
89,87,76,17,23,87
56,24,22,65,24,87
73,25,65,16,49,87
18,15,43,47,61,87
28,97,29,72,21,87
17,21,90,15,95,87
48,44,11,17,92,87
67,36,29,90,85,88
23,51,55,94,80,88
88,15,54,97,30,88
71,21,95,77,57,88
26,91,37,50,57,88
48,91,47,21,96,88
27,97,30,40,82,88
28,23,77,18,62,88
13,64,71,36,88,88
85,84,72,48,61,88
48,10,10,40,42,88
60,46,45,24,90,88
92,97,88,58,55,88
19,96,69,11,96,88
53,12,27,17,87,88
23,80,33,21,83,88
34,61,84,16,49,88
39,88,82,54,71,88
75,45,54,76,93,88
41,40,82,13,28,88
80,93,46,22,16,88
48,19,99,23,88,88
94,51,16,43,58,88
16,36,73,49,18,88
36,65,89,25,15,88
84,51,96,22,61,88
14,46,30,92,87,88
43,24,20,85,88,88
96,78,47,81,19,88
16,44,61,68,26,88
30,88,44,63,75,89
82,80,11,58,59,89
96,83,97,46,58,89
67,50,46,85,86,89
43,19,41,14,57,89
99,72,12,23,39,89
68,67,99,35,40,89
97,98,65,66,71,89
31,22,90,41,22,89
86,47,79,95,19,89
73,13,22,58,32,89
23,70,66,63,21,89
29,95,95,94,37,89
51,31,29,82,62,89
79,80,32,59,59,89
73,89,14,46,22,89
42,64,21,60,33,89
48,54,22,56,72,89
77,48,70,29,63,89
89,73,15,33,52,89
94,35,79,41,28,89
12,74,82,66,93,89
48,81,38,26,79,89
43,85,48,85,34,89
39,89,17,22,94,89
56,70,73,43,20,89
67,75,87,13,30,89
33,21,25,56,58,89
15,25,10,27,55,89
41,78,14,71,74,89
86,54,42,21,20,90
95,67,54,58,28,90
82,66,79,91,78,90
31,13,27,54,86,90
43,36,37,42,12,90
55,93,31,50,50,90
63,35,73,40,67,90
55,64,11,61,47,90
19,96,28,11,19,90
25,34,25,78,72,90
90,23,64,61,31,90
25,35,27,14,13,90
56,47,73,24,28,90
21,79,92,50,84,90
60,44,70,54,75,90
60,32,24,92,34,90
43,73,43,25,46,90
36,46,40,63,34,90
49,59,25,17,65,90
36,40,69,29,93,90
66,97,13,39,89,90
13,80,49,41,67,90
55,21,57,32,46,90
42,65,80,33,62,90
25,66,34,34,32,90
23,34,52,10,46,90
58,10,55,79,84,90
20,45,56,17,59,90
79,39,59,60,49,90
33,31,89,12,50,90
21,87,18,13,96,91
17,21,17,69,81,91
24,25,94,19,20,91
70,65,49,34,29,91
28,56,89,61,41,91
53,22,92,88,39,91
60,47,97,85,76,91
65,43,62,61,69,91
89,52,60,89,51,91
39,84,11,98,57,91
22,68,20,39,43,91
13,10,57,13,75,91
14,64,85,15,27,91
54,25,80,94,27,91
29,21,77,47,92,91
99,80,71,91,96,91
21,71,36,17,75,91
51,21,36,42,82,91
42,28,80,86,56,91
50,11,60,21,71,91
41,73,14,83,95,91
77,81,34,38,89,91
90,52,94,32,29,91
22,74,49,58,95,91
18,17,64,29,15,91
98,94,10,24,87,91
12,54,88,85,97,91
46,98,62,27,22,91
68,47,76,77,12,91
65,81,28,80,47,91
21,96,65,63,25,92
57,26,25,90,78,92
50,35,59,24,14,92
28,11,99,90,11,92
10,80,40,82,71,92
69,74,10,48,51,92
52,13,29,22,22,92
23,50,19,43,16,92
89,63,70,73,42,92
20,27,12,25,91,92
28,13,68,48,78,92
92,70,39,97,35,92
80,50,98,88,50,92
25,67,45,27,32,92
36,73,61,61,33,92
34,97,35,50,70,92
49,76,35,72,58,92
15,87,84,71,63,92
11,21,51,59,50,92
29,34,42,76,15,92
19,94,72,52,21,92
31,79,27,66,72,92
32,23,82,75,48,92
59,73,44,39,70,92
15,36,69,87,31,92
70,36,43,21,68,92
15,39,47,27,76,92
78,71,56,86,32,92
40,80,21,10,65,92
39,35,90,27,68,92
55,51,42,81,75,93
67,28,43,38,93,93
73,43,15,95,11,93
82,26,72,44,34,93
34,20,71,70,68,93
36,11,21,30,11,93
22,13,14,84,84,93
56,48,74,85,52,93
90,74,26,13,49,93
77,31,76,52,57,93
97,67,58,69,52,93
60,85,31,46,51,93
26,16,91,46,86,93
38,37,73,94,44,93
22,69,60,47,10,93
50,52,54,78,56,93
71,91,59,42,93,93
79,36,78,26,85,93
24,43,96,97,99,93
14,12,79,90,88,93
41,46,13,65,55,93
39,59,60,53,27,93
57,28,23,58,94,93
98,12,69,24,53,93
58,78,50,92,38,93
64,33,70,36,37,93
41,99,69,78,63,93
36,49,96,51,52,93
35,65,12,95,47,93
80,85,98,29,24,93
23,57,22,88,93,94
44,99,29,21,10,94
71,36,71,55,27,94
99,80,43,99,19,94
26,87,36,56,10,94
46,27,68,69,17,94
48,40,65,62,93,94
38,68,36,24,61,94
40,50,20,28,84,94
41,65,58,51,12,94
60,82,85,42,67,94
41,28,69,40,59,94
47,70,84,59,18,94
59,68,53,60,53,94
52,39,44,22,67,94
99,96,47,11,50,94
15,19,78,46,94,94
40,98,46,50,17,94
53,30,76,25,76,94
52,79,40,37,75,94
19,33,81,38,36,94
78,64,50,13,40,94
63,67,52,48,46,94
78,31,46,57,59,94
78,15,86,89,70,94
28,88,54,58,11,94
41,77,67,38,86,94
27,31,76,41,51,94
31,40,74,63,64,94
92,64,73,73,30,94
50,80,80,13,38,95
81,63,44,51,44,95
75,45,14,90,24,95
80,19,15,54,12,95
12,46,78,95,68,95
59,98,61,99,26,95
93,13,40,53,15,95
60,66,16,96,47,95
47,93,41,25,27,95
73,21,58,41,66,95
71,47,58,49,16,95
59,74,73,83,88,95
88,48,32,42,53,95
40,14,98,64,86,95
95,25,32,91,53,95
73,38,89,15,14,95
87,67,73,91,91,95
56,92,55,98,82,95
72,75,56,11,41,95
27,68,49,99,43,95
12,15,49,24,13,95
89,38,89,55,98,95
71,53,51,26,34,95
34,37,94,55,50,95
30,82,23,18,71,95
91,52,65,88,71,95
59,18,61,20,95,95
79,90,80,72,29,95
31,61,92,51,99,95
53,75,18,81,81,95
12,77,50,94,94,96
91,69,40,52,94,96
96,71,90,33,31,96
83,36,56,43,91,96
40,82,86,96,47,96
95,23,84,27,98,96
50,23,33,79,59,96
36,72,15,27,92,96
85,40,47,55,79,96
13,30,64,77,91,96
31,15,94,36,65,96
53,69,33,76,19,96
33,36,51,27,27,96
10,91,14,83,64,96
47,20,31,27,85,96
23,61,27,57,53,96
49,33,15,31,64,96
21,30,27,80,21,96
24,96,89,15,87,96
29,49,86,95,54,96
54,41,36,25,95,96
84,34,65,12,85,96
60,42,99,25,21,96
33,10,76,31,26,96
50,37,28,53,67,96
91,47,82,68,61,96
75,45,77,75,51,96
69,46,65,89,10,96
81,94,23,24,86,96
35,99,27,24,44,96
16,86,14,71,56,97
96,95,99,17,10,97
41,96,29,86,27,97
21,21,15,20,67,97
73,47,56,97,73,97
17,50,11,20,93,97
52,43,98,77,21,97
93,27,11,69,27,97
40,32,72,70,26,97
37,92,35,78,39,97
62,28,88,90,50,97
96,49,99,24,36,97
43,66,72,88,20,97
42,29,12,63,68,97
91,93,24,89,55,97
36,65,41,25,76,97
21,87,30,68,43,97
19,15,41,79,16,97
43,56,34,30,21,97
37,29,46,33,57,97
75,39,89,66,51,97
71,24,72,66,24,97
15,37,85,83,41,97
88,52,41,77,32,97
33,22,82,12,67,97
67,49,39,45,34,97
41,19,69,85,40,97
72,94,63,18,39,97
73,84,75,31,49,97
93,41,40,90,42,97
34,49,26,23,93,98
44,56,34,26,93,98
51,82,98,70,97,98
34,63,59,22,80,98
38,73,62,78,33,98
13,82,38,96,39,98
49,64,94,20,93,98
16,66,32,52,98,98
68,75,80,60,28,98
46,69,77,48,99,98
68,67,18,60,59,98
99,11,94,49,81,98
61,81,23,13,62,98
43,75,97,66,43,98
23,73,31,63,36,98
99,11,87,73,77,98
11,36,77,60,55,98
99,89,63,63,27,98
72,59,24,78,80,98
20,90,51,76,85,98
35,50,96,85,54,98
97,58,91,94,51,98
41,93,68,53,82,98
60,62,58,64,25,98
86,74,83,86,39,98
18,55,83,25,35,98
67,87,41,65,78,98
92,80,65,61,77,98
32,46,15,11,46,98
86,30,26,33,36,98
51,77,65,56,20,99
79,82,43,57,93,99
34,79,90,58,74,99
33,19,49,23,25,99
14,37,72,17,38,99
19,22,71,74,24,99
28,74,50,11,78,99
61,14,79,96,21,99
75,87,17,44,58,99
82,20,17,67,44,99
29,24,91,60,32,99
31,49,48,15,38,99
90,42,73,43,24,99
74,69,13,49,51,99
49,41,79,43,43,99
36,63,72,31,73,99
88,88,25,19,42,99
28,84,38,72,37,99
27,80,91,10,93,99
53,65,16,34,45,99
84,49,18,63,16,99
92,30,58,49,32,99
57,21,12,17,95,99
66,95,44,38,13,99
47,54,52,84,85,99
71,55,25,79,34,99
64,35,24,18,22,99
57,98,23,12,77,99
81,91,86,37,62,99
12,66,61,80,76,99
41,47,27,91,34,100
43,57,65,23,53,100
26,50,98,44,40,100
92,38,93,65,29,100
19,64,54,30,41,100
96,94,13,62,94,100
56,73,32,39,98,100
25,57,16,39,17,100
43,85,16,32,65,100
17,26,29,44,26,100
11,92,37,35,46,100
37,10,95,38,61,100
17,16,44,53,92,100
44,26,48,94,72,100
75,61,72,70,73,100
61,64,31,61,72,100
57,23,94,31,81,100
90,90,69,99,60,100
65,97,65,57,87,100
45,35,73,39,50,100
91,18,35,70,70,100
72,90,28,23,52,100
85,67,63,70,55,100
83,77,47,96,96,100
59,27,30,84,92,100
12,25,36,77,35,100
49,58,50,18,74,100
55,82,94,86,74,100
87,61,33,90,62,100
48,46,47,81,71,100
